Cluster_ID,Best_Match,Similarity_Pct,Status,Total_Reads,Pct_of_Sample,Num_ASVs
Cluster_213,Eukaryota;TSAR;Alveolata;Apicomplexa;Gregarinomorphea;Gregarinomorphea_X;Gregarinomorphea_XX;Selenidium1;Selenidium1_sp.;,75.56,Low confidence / possible divergent,71,0.05,33
Cluster_51,Eukaryota;TSAR;Rhizaria;Foraminifera;Globothalamea;Rotaliida;Bolivinitidae;Bolivina;Bolivina_variabilis;,73.48,Low confidence / possible divergent,70,0.04,13
Cluster_50,Eukaryota;Obazoa;Opisthokonta;Fungi;Ascomycota;Pezizomycotina;Eurotiomycetes;Aspergillus;Aspergillus_niger;,58.17,Candidate novel taxon,70,0.04,11
Cluster_493,Eukaryota:mito;Obazoa:mito;Opisthokonta:mito;Metazoa:mito;Annelida:mito;Annelida_X:mito;Annelida_XX:mito;Phascolopsis:mito;Phascolopsis_gouldii:mito;,71.91,Low confidence / possible divergent,70,0.04,19
Cluster_73,Eukaryota;Obazoa;Opisthokonta;Metazoa;Platyhelminthes;Turbellaria;Seriata;Schmidtea;Schmidtea_mediterranea;,55.02,Candidate novel taxon,69,0.04,15
Cluster_263,Eukaryota;Haptista;Haptophyta;Haptophyta_X;Prymnesiophyceae;Prymnesiales;Prymnesiaceae;Prymnesium;Prymnesium_sp.;,76.03,Low confidence / possible divergent,69,0.04,17
Cluster_166,Eukaryota;Obazoa;Opisthokonta;Metazoa;Arthropoda;Hexapoda;Insecta;Aedes;Aedes_albopictus;,43.26,Candidate novel taxon,69,0.04,16
Cluster_946,Eukaryota;Obazoa;Opisthokonta;Metazoa;Nematoda;Enoplea;Enoplea_X;Trichocephalida;Trichocephalida_sp.;,74.32,Low confidence / possible divergent,69,0.04,6
Cluster_1003,Eukaryota;Obazoa;Opisthokonta;Fungi;Chytridiomycota;Zygorhizidiales;Zygorhizidiaceae;Zygorhizidium;Zygorhizidium_sp.;,80.21,Confident match,68,0.04,7
Cluster_626,Eukaryota;Obazoa;Opisthokonta;Fungi;Mucoromycota;Glomeromycotina;Glomerales;Glomus;Glomus_sp.;,73.61,Low confidence / possible divergent,68,0.04,13
Cluster_588,Eukaryota;TSAR;Alveolata;Ciliophora;Oligohymenophorea;Apostomatia;Apostomatia_X;Apostomatia_XX;Apostomatia_XX_sp.;,72.6,Low confidence / possible divergent,67,0.04,5
Cluster_737,Eukaryota;TSAR;Alveolata;Ciliophora;Oligohymenophorea;Peritrichia_2;Sessilida;Sessilida_X;Sessilida_X_sp.;,77.57,Low confidence / possible divergent,67,0.04,13
Cluster_352,Eukaryota;TSAR;Rhizaria;Foraminifera;Foraminifera_X;Foraminifera_XX;Foraminifera_XXX;Foraminifera_XXXX;Foraminifera_XXXX_sp.;,53.85,Candidate novel taxon,67,0.04,12
Cluster_896,Eukaryota;TSAR;Alveolata;Ciliophora;Oligohymenophorea;Peritrichia_2;Operculariidae;OLIGO1;OLIGO1_sp.;,75.98,Low confidence / possible divergent,67,0.04,10
Cluster_615,Eukaryota;Obazoa;Opisthokonta;Fungi;Chytridiomycota;Chytridiales;Chytridiomycetaceae;Rhizidium;Rhizidium_sp.;,68.24,Low confidence / possible divergent,66,0.04,13
Cluster_83,Eukaryota;Obazoa;Opisthokonta;Fungi;Ascomycota;Pezizomycotina;Eurotiomycetes;Aspergillus;Aspergillus_niger;,52.16,Candidate novel taxon,66,0.04,5
Cluster_598,Eukaryota;TSAR;Alveolata;Apicomplexa;Coccidiomorphea;Piroplasmorida;Theileriidae;Theileria9;Theileria_annulata;,78.32,Low confidence / possible divergent,65,0.04,13
Cluster_942,Eukaryota;TSAR;Alveolata;Ciliophora;Oligohymenophorea;Peritrichia_2;Sessilida;Sessilida_X;Sessilida_X_sp.;,75.0,Low confidence / possible divergent,65,0.04,9
Cluster_13,Eukaryota;TSAR;Rhizaria;Foraminifera;Globothalamea;Rotaliida;Pulleniidae;Pullenia;Pullenia_subcarinata;,54.79,Candidate novel taxon,64,0.04,28
Cluster_727,Eukaryota;TSAR;Alveolata;Ciliophora;Oligohymenophorea;Apostomatia;Apostomatia_X;Apostomatia_XX;Apostomatia_XX_sp.;,75.49,Low confidence / possible divergent,64,0.04,15
Cluster_740,Eukaryota;TSAR;Alveolata;Ciliophora;Oligohymenophorea;Apostomatia;Apostomatia_X;Apostomatia_XX;Apostomatia_XX_sp.;,82.27,Confident match,63,0.04,7
Cluster_971,Eukaryota;Obazoa;Opisthokonta;Fungi;Chytridiomycota;Zygorhizidiales;Zygorhizidiaceae;Zygorhizidium;Zygorhizidium_sp.;,77.45,Low confidence / possible divergent,63,0.04,6
Cluster_700,Eukaryota;TSAR;Alveolata;Ciliophora;Oligohymenophorea;Peritrichia_2;Sessilida;Sessilida_X;Sessilida_X_sp.;,74.98,Low confidence / possible divergent,63,0.04,5
Cluster_206,Eukaryota;Obazoa;Opisthokonta;Metazoa;Platyhelminthes;Turbellaria;Seriata;Microplana;Microplana_sp.;,49.93,Candidate novel taxon,63,0.04,10
Cluster_584,Eukaryota;TSAR;Stramenopiles;Bigyra;Opalozoa;Opalinata;Blastocystis-Group;Blastocystis;Blastocystis_sp.;,75.74,Low confidence / possible divergent,63,0.04,12
Cluster_143,Eukaryota;Obazoa;Opisthokonta;Fungi;Ascomycota;Pezizomycotina;Sordariomycetes;Lulworthia;Lulworthia_sp.;,54.22,Candidate novel taxon,62,0.04,8
Cluster_765,Eukaryota;TSAR;Alveolata;Ciliophora;Oligohymenophorea;Peritrichia_2;Sessilida;Sessilida_X;Sessilida_X_sp.;,78.53,Low confidence / possible divergent,62,0.04,7
Cluster_865,Eukaryota;TSAR;Alveolata;Apicomplexa;Gregarinomorphea;Cryptogregarinorida;Cryptosporidiidae;Cryptosporidium9;Cryptosporidium_scrofarum;,73.61,Low confidence / possible divergent,62,0.04,14
Cluster_800,Eukaryota;Archaeplastida;Chlorophyta;Chlorophyta_X;Chloropicophyceae;Chloropicales;Chloropicaceae;Chloropicon;Chloropicon_roscoffensis;,73.5,Low confidence / possible divergent,62,0.04,8
Cluster_607,Eukaryota;Obazoa;Opisthokonta;Metazoa;Arthropoda;Crustacea;Maxillopoda;Paracalanus;Paracalanus_parvus;,68.35,Low confidence / possible divergent,62,0.04,11
Cluster_619,Eukaryota;TSAR;Alveolata;Ciliophora;Phyllopharyngea;Suctoria;Evaginogenida;Periacineta;Periacineta_mexicana;,70.69,Low confidence / possible divergent,62,0.04,12
Cluster_435,Eukaryota;Obazoa;Opisthokonta;Fungi;Ascomycota;Pezizomycotina;Sordariomycetes;Paecilomyces;Paecilomyces_nostocoides;,60.33,Candidate novel taxon,62,0.04,5
Cluster_379,Eukaryota;TSAR;Alveolata;Apicomplexa;Coccidiomorphea;Adeleida;Haemogregarinidae;Haemogregarina;Haemogregarina_sp.;,70.11,Low confidence / possible divergent,62,0.04,9
Cluster_372,Eukaryota;Obazoa;Opisthokonta;Fungi;Ascomycota;Saccharomycotina;Saccharomycetales;Saccharomyces;Saccharomyces_cerevisiae;,72.22,Low confidence / possible divergent,61,0.04,11
Cluster_57,Eukaryota;TSAR;Telonemia;Telonemia_X;Telonemia_XX;Telonemia_XXX;Telonemia-Group-2;Telonemia-Group-2_X;Telonemia-Group-2_X_sp.;,56.81,Candidate novel taxon,61,0.04,8
Cluster_944,Eukaryota;Archaeplastida;Chlorophyta;Chlorophyta_X;Chloropicophyceae;Chloropicales;Chloropicaceae;Chloropicon;Chloropicon_roscoffensis;,75.47,Low confidence / possible divergent,61,0.04,13
Cluster_293,Eukaryota;TSAR;Alveolata;Apicomplexa;Coccidiomorphea;Piroplasmorida;Babesiidae;Babesia;Babesia_microti;,63.66,Candidate novel taxon,61,0.04,8
Cluster_89,Eukaryota;Obazoa;Opisthokonta;Fungi;Basidiomycota;Pucciniomycotina;Cystobasidiomycetes;Rhodotorula;Rhodotorula_sp.;,60.53,Candidate novel taxon,61,0.04,25
Cluster_670,Eukaryota;TSAR;Rhizaria;Radiolaria;Polycystinea;Spumellaria;Tholoniidae;Tholomura;Tholomura_transversara;,76.07,Low confidence / possible divergent,61,0.04,12
Cluster_880,Eukaryota;TSAR;Stramenopiles;Bigyra;Bicoecea;Pseudodendromonadales;Pseudodendromonadales_X;Paramonas;Paramonas_globosa;,82.4,Confident match,61,0.04,8
Cluster_86,Eukaryota;TSAR;Alveolata;Dinoflagellata;Dinophyceae;Gonyaulacales;Gonyaulacaceae;Gonyaulax;Gonyaulax_sp.;,70.87,Low confidence / possible divergent,61,0.04,9
Cluster_427,Eukaryota;TSAR;Alveolata;Apicomplexa;Coccidiomorphea;Piroplasmorida;Theileriidae;Theileria;Theileria_sp.;,63.3,Candidate novel taxon,61,0.04,9
Cluster_291,Eukaryota;TSAR;Stramenopiles;Bigyra;Opalozoa;Opalinata;Blastocystis-Group;Blastocystis;Blastocystis_hominis;,74.61,Low confidence / possible divergent,60,0.04,7
Cluster_804,Eukaryota;Archaeplastida;Chlorophyta;Chlorophyta_X;Mamiellophyceae;Mamiellales;Mamiellaceae;Micromonas;Micromonas_pusilla;,76.58,Low confidence / possible divergent,60,0.04,8
Cluster_756,Eukaryota:plas;Archaeplastida:plas;Chlorophyta:plas;Chlorophyta_X:plas;Ulvophyceae:plas;Bryopsidales:plas;Ostreobiaceae:plas;Ostreobium:plas;Ostreobium_sp.:plas;,78.41,Low confidence / possible divergent,60,0.04,10
Cluster_520,Eukaryota;Obazoa;Opisthokonta;Fungi;Ascomycota;Pezizomycotina;Dothideomycetes;Phoma;Phoma_sp.;,74.05,Low confidence / possible divergent,60,0.04,15
Cluster_142,Eukaryota;Excavata;Discoba;Discoba_X;Heterolobosea;Tetramitia_VI;Psalteriomonadidae;Psalteriomonas;Psalteriomonas_australis;,48.51,Candidate novel taxon,60,0.04,9
Cluster_679,Eukaryota;Obazoa;Opisthokonta;Metazoa;Cnidaria;Cnidaria_X;Staurozoa;Calvadosia;Calvadosia_cruxmelitensis;,75.22,Low confidence / possible divergent,60,0.04,6
Cluster_597,Eukaryota;TSAR;Alveolata;Ciliophora;Armophorea;Armophorea_X;Clevelandellida;Nyctotherus_2;Nyctotherus_ovalis;,77.73,Low confidence / possible divergent,60,0.04,7
Cluster_519,Eukaryota;Obazoa;Opisthokonta;Fungi;Chytridiomycota;Neocallimastigales;Neocallimastigaceae;Orpinomyces;Orpinomyces_sp.;,76.76,Low confidence / possible divergent,60,0.04,10
Cluster_85,Eukaryota;TSAR;Alveolata;Ciliophora;Prostomatea_3;Prostomatea_3_X;Holophryidae;Holophryidae_X;Holophryidae_X_sp.;,45.69,Candidate novel taxon,59,0.04,8
Cluster_807,Eukaryota;TSAR;Alveolata;Ciliophora;Oligohymenophorea;Peritrichia_2;Sessilida;Sessilida_X;Sessilida_X_sp.;,78.4,Low confidence / possible divergent,59,0.04,14
Cluster_560,Eukaryota;Obazoa;Opisthokonta;Fungi;Ascomycota;Pezizomycotina;Dothideomycetes;Alternaria;Alternaria_longipes;,76.61,Low confidence / possible divergent,59,0.04,5
Cluster_138,Eukaryota;Obazoa;Opisthokonta;Metazoa;Platyhelminthes;Turbellaria;Seriata;Microplana;Microplana_sp.;,47.58,Candidate novel taxon,59,0.04,9
Cluster_881,Eukaryota;TSAR;Alveolata;Ciliophora;Oligohymenophorea;Peritrichia_2;Sessilida;Sessilida_X;Sessilida_X_sp.;,77.96,Low confidence / possible divergent,59,0.04,7
Cluster_905,Eukaryota;TSAR;Alveolata;Ciliophora;Oligohymenophorea;Peritrichia_2;Sessilida;Sessilida_X;Sessilida_X_sp.;,75.73,Low confidence / possible divergent,59,0.04,6
Cluster_406,Eukaryota;Obazoa;Opisthokonta;Fungi;Ascomycota;Pezizomycotina;Eurotiomycetes;Penicillium;Penicillium_sp.;,71.02,Low confidence / possible divergent,58,0.04,16
Cluster_987,Eukaryota;Obazoa;Opisthokonta;Fungi;Mucoromycota;Glomeromycotina;Glomerales;Glomus;Glomus_sp.;,78.41,Low confidence / possible divergent,58,0.04,8
Cluster_572,Eukaryota;TSAR;Alveolata;Apicomplexa;Coccidiomorphea;Piroplasmorida;Babesiidae;Babesia5;Babesia_caballi;,73.67,Low confidence / possible divergent,58,0.04,8
Cluster_359,Eukaryota:plas;TSAR:plas;Stramenopiles:plas;Gyrista:plas;Bacillariophyceae:plas;Bacillariophyceae_X:plas;Bacillariophyceae_XX:plas;Bacillariophyceae_XXX:plas;Bacillariophyceae_XXX_sp.:plas;,48.31,Candidate novel taxon,58,0.04,9
Cluster_650,Eukaryota;TSAR;Alveolata;Ciliophora;Oligohymenophorea;Peritrichia_2;OLIGO2;OLIGO2_X;OLIGO2_X_sp.;,74.45,Low confidence / possible divergent,58,0.04,6
Cluster_249,Eukaryota;TSAR;Rhizaria;Foraminifera;Globothalamea;Rotaliida;Globigerinidae;Globigerinoides;Globigerinoides_ruber-ruber;,72.01,Low confidence / possible divergent,57,0.04,12
Cluster_53,Eukaryota;TSAR;Alveolata;Apicomplexa;Coccidiomorphea;Adeleida;Hepatozoidae;Hemolivia;Hemolivia_sp.;,71.77,Low confidence / possible divergent,57,0.04,8
Cluster_897,Eukaryota;Obazoa;Opisthokonta;Fungi;Ascomycota;Pezizomycotina;Dothideomycetes;Alternaria;Alternaria_alternata;,75.2,Low confidence / possible divergent,57,0.04,5
Cluster_535,Eukaryota;TSAR;Stramenopiles;Bigyra;Bicoecea;Pseudodendromonadales;Pseudodendromonadales_X;Paramonas;Paramonas_globosa;,72.59,Low confidence / possible divergent,57,0.04,8
Cluster_631,Eukaryota;TSAR;Alveolata;Ciliophora;Oligohymenophorea;Peritrichia_2;Sessilida;Sessilida_X;Sessilida_X_sp.;,75.91,Low confidence / possible divergent,57,0.04,9
Cluster_887,Eukaryota;TSAR;Alveolata;Ciliophora;Oligohymenophorea;Apostomatia;Apostomatia_X;Apostomatia_XX;Apostomatia_XX_sp.;,74.97,Low confidence / possible divergent,56,0.04,5
Cluster_496,Eukaryota;TSAR;Alveolata;Apicomplexa;Coccidiomorphea;Adeleida;Hepatozoidae;Hepatozoon;Hepatozoon_sp.;,62.93,Candidate novel taxon,55,0.03,11
Cluster_32,Eukaryota:mito;Obazoa:mito;Opisthokonta:mito;Fungi:mito;Ascomycota:mito;Pezizomycotina:mito;Lecanoromycetes:mito;Cryptodiscus:mito;Cryptodiscus_pini:mito;,46.23,Candidate novel taxon,55,0.03,9
Cluster_164,Eukaryota:mito;Obazoa:mito;Opisthokonta:mito;Fungi:mito;Ascomycota:mito;Pezizomycotina:mito;Lecanoromycetes:mito;Cryptodiscus:mito;Cryptodiscus_pini:mito;,48.1,Candidate novel taxon,55,0.03,15
Cluster_909,Eukaryota;TSAR;Alveolata;Ciliophora;Oligohymenophorea;Peritrichia_2;Sessilida;Sessilida_X;Sessilida_X_sp.;,81.5,Confident match,55,0.03,9
Cluster_358,Eukaryota;Amoebozoa;Evosea;Eumycetozoa;Eumycetozoa_X;Dictyosteliida;Dictyosteliida_X;Dictyostelium;Dictyostelium_sp.;,70.82,Low confidence / possible divergent,55,0.03,8
Cluster_362,Eukaryota;Obazoa;Opisthokonta;Fungi;Ascomycota;Pezizomycotina;Dothideomycetes;Alternaria;Alternaria_sp.;,77.39,Low confidence / possible divergent,54,0.03,10
Cluster_49,Eukaryota;TSAR;Stramenopiles;Bigyra;Opalozoa;Opalinata;Blastocystis-Group;Blastocystis;Blastocystis_hominis;,47.17,Candidate novel taxon,54,0.03,8
Cluster_204,Eukaryota;Excavata;Metamonada;Parabasalia;Trichomonadea;Trichomonadida;Trichomonadidae;Trichomonas;Trichomonas_vaginalis;,66.68,Low confidence / possible divergent,54,0.03,21
Cluster_447,Eukaryota;Obazoa;Opisthokonta;Fungi;Ascomycota;Pezizomycotina;Eurotiomycetes;Aspergillus;Aspergillus_fumigatus;,69.86,Low confidence / possible divergent,54,0.03,8
Cluster_741,Eukaryota;TSAR;Alveolata;Ciliophora;Oligohymenophorea;Peritrichia_2;Operculariidae;OLIGO1;OLIGO1_sp.;,73.05,Low confidence / possible divergent,54,0.03,11
Cluster_172,Eukaryota;TSAR;Rhizaria;Foraminifera;Globothalamea;Rotaliida;Pulleniidae;Pullenia;Pullenia_subcarinata;,59.43,Candidate novel taxon,54,0.03,23
Cluster_863,Eukaryota;Obazoa;Opisthokonta;Fungi;Ascomycota;Pezizomycotina;Sordariomycetes;Pestalotiopsis;Pestalotiopsis_adusta;,78.28,Low confidence / possible divergent,54,0.03,6
Cluster_1022,Eukaryota;Obazoa;Opisthokonta;Fungi;Chytridiomycota;Zygorhizidiales;Zygorhizidiaceae;Zygorhizidium;Zygorhizidium_sp.;,79.75,Low confidence / possible divergent,53,0.03,5
Cluster_714,Eukaryota;TSAR;Alveolata;Perkinsea;Perkinsida;Perkinsida_X;Perkinsida_XX;Perkinsida_XXX;Perkinsida_XXX_sp.;,76.49,Low confidence / possible divergent,53,0.03,14
Cluster_655,Eukaryota;Obazoa;Opisthokonta;Metazoa;Nematoda;Chromadorea;Chromadorea_X;Panagrellus;Panagrellus_levitatus;,67.56,Low confidence / possible divergent,53,0.03,11
Cluster_559,Eukaryota;TSAR;Alveolata;Ciliophora;Oligohymenophorea;Apostomatia;Apostomatia_X;Apostomatia_XX;Apostomatia_XX_sp.;,68.58,Low confidence / possible divergent,53,0.03,13
Cluster_482,Eukaryota;TSAR;Alveolata;Ciliophora;Oligohymenophorea;Peritrichia_2;Operculariidae;OLIGO1;OLIGO1_sp.;,75.54,Low confidence / possible divergent,53,0.03,8
Cluster_218,Eukaryota;Excavata;Metamonada;Parabasalia;Trichomonadea;Trichomonadida;Trichomonadidae;Trichomonas;Trichomonas_vaginalis;,71.14,Low confidence / possible divergent,52,0.03,23
Cluster_525,Eukaryota;TSAR;Alveolata;Apicomplexa;Coccidiomorphea;Piroplasmorida;Babesiidae;Babesia;Babesia_microti;,75.08,Low confidence / possible divergent,52,0.03,9
Cluster_58,Eukaryota;TSAR;Alveolata;Apicomplexa;Coccidiomorphea;Piroplasmorida;Theileriidae;Theileria9;Theileria_annulata;,71.54,Low confidence / possible divergent,52,0.03,7
Cluster_766,Eukaryota;Obazoa;Opisthokonta;Fungi;Chytridiomycota;Zygorhizidiales;Zygorhizidiaceae;Zygorhizidium;Zygorhizidium_sp.;,75.39,Low confidence / possible divergent,52,0.03,5
Cluster_116,Eukaryota;TSAR;Stramenopiles;Bigyra;Sagenista;Labyrinthulomycetes;Thraustochytriaceae;Aurantiochytrium;Aurantiochytrium_sp.;,64.85,Candidate novel taxon,52,0.03,6
Cluster_68,Eukaryota;TSAR;Alveolata;Ciliophora;Prostomatea_3;Prostomatea_3_X;Holophryidae;Holophryidae_X;Holophryidae_X_sp.;,55.1,Candidate novel taxon,52,0.03,7
Cluster_824,Eukaryota;Archaeplastida;Chlorophyta;Chlorophyta_X;Mamiellophyceae;Mamiellales;Mamiellaceae;Micromonas;Micromonas_pusilla;,77.05,Low confidence / possible divergent,52,0.03,10
Cluster_647,Eukaryota;TSAR;Alveolata;Ciliophora;Oligohymenophorea;Apostomatia;Apostomatia_X;Apostomatia_XX;Apostomatia_XX_sp.;,79.57,Low confidence / possible divergent,52,0.03,11
Cluster_984,Eukaryota;Obazoa;Opisthokonta;Fungi;Chytridiomycota;Zygorhizidiales;Zygorhizidiaceae;Zygorhizidium;Zygorhizidium_sp.;,78.9,Low confidence / possible divergent,52,0.03,8
Cluster_492,Eukaryota;TSAR;Alveolata;Ciliophora;Prostomatea;Prorodontida;Urotrichidae;Urotricha;Urotricha_sp.;,79.19,Low confidence / possible divergent,51,0.03,7
Cluster_930,Eukaryota;TSAR;Alveolata;Dinoflagellata;Dinophyceae;Peridiniales;Amphidomataceae;Azadinium;Azadinium_sp.;,79.83,Low confidence / possible divergent,51,0.03,7
Cluster_548,Eukaryota;TSAR;Alveolata;Apicomplexa;Coccidiomorphea;Piroplasmorida;Theileriidae;Theileria3;Theileria_capreoli;,78.8,Low confidence / possible divergent,51,0.03,9
Cluster_733,Eukaryota;TSAR;Telonemia;Telonemia_X;Telonemia_XX;Telonemia_XXX;Telonemia-Group-2;Telonemia-Group-2_X;Telonemia-Group-2_X_sp.;,77.36,Low confidence / possible divergent,51,0.03,8
Cluster_582,Eukaryota;Obazoa;Opisthokonta;Fungi;Mucoromycota;Glomeromycotina;Glomerales;Glomus;Glomus_sp.;,74.82,Low confidence / possible divergent,51,0.03,7
Cluster_529,Eukaryota;TSAR;Alveolata;Apicomplexa;Gregarinomorphea;Cryptogregarinorida;Cryptosporidiidae;Cryptosporidium7;Cryptosporidium7_sp.;,63.1,Candidate novel taxon,51,0.03,10
Cluster_439,Eukaryota;TSAR;Alveolata;Apicomplexa;Coccidiomorphea;Piroplasmorida;Theileriidae;Theileria9;Theileria_annulata;,77.66,Low confidence / possible divergent,51,0.03,6
Cluster_82,Eukaryota;Obazoa;Opisthokonta;Fungi;Ascomycota;Pezizomycotina;Eurotiomycetes;Aspergillus;Aspergillus_niger;,56.86,Candidate novel taxon,51,0.03,7
Cluster_864,Eukaryota;Obazoa;Opisthokonta;Fungi;Ascomycota;Pezizomycotina;Sordariomycetes;Graphium;Graphium_sp.;,77.24,Low confidence / possible divergent,50,0.03,8
Cluster_417,Eukaryota;TSAR;Stramenopiles;Bigyra;Opalozoa;Opalinata;Blastocystis-Group;Blastocystis;Blastocystis_sp.;,79.37,Low confidence / possible divergent,50,0.03,5
Cluster_302,Eukaryota;Obazoa;Opisthokonta;Fungi;Chytridiomycota;Spizellomycetales;Spizellomycetaceae;Triparticalcar;Triparticalcar_sp.;,81.76,Confident match,50,0.03,10
Cluster_169,Eukaryota;Obazoa;Opisthokonta;Fungi;Basidiomycota;Pucciniomycotina;Cystobasidiomycetes;Rhodotorula;Rhodotorula_glutinis;,74.33,Low confidence / possible divergent,50,0.03,22
Cluster_52,Eukaryota;Excavata;Discoba;Euglenozoa;Diplonemea;Diplonemida;Eupelagonemidae;Eupelagonemidae_X;Eupelagonemidae_X_sp.;,78.08,Low confidence / possible divergent,50,0.03,15
Cluster_932,Eukaryota;TSAR;Alveolata;Ciliophora;Oligohymenophorea;Apostomatia;Apostomatia_X;Apostomatia_XX;Apostomatia_XX_sp.;,73.85,Low confidence / possible divergent,50,0.03,10
Cluster_504,Eukaryota;TSAR;Alveolata;Apicomplexa;Coccidiomorphea;Piroplasmorida;Babesiidae;Babesia;Babesia_microti;,71.19,Low confidence / possible divergent,50,0.03,9
Cluster_725,Eukaryota;Obazoa;Opisthokonta;Fungi;Ascomycota;Pezizomycotina;Dothideomycetes;Dothideomycetes_X;Dothideomycetes_X_sp.;,72.36,Low confidence / possible divergent,50,0.03,12
Cluster_680,Eukaryota;Obazoa;Opisthokonta;Fungi;Chytridiomycota;Chytridiales;Chytridiaceae;Phlyctochytrium;Phlyctochytrium_sp.;,72.6,Low confidence / possible divergent,50,0.03,6
Cluster_790,Eukaryota;TSAR;Stramenopiles;Bigyra;Opalozoa;Opalozoa_X;MAST-12;MAST-12C;MAST-12C_sp.;,77.97,Low confidence / possible divergent,50,0.03,12
Cluster_643,Eukaryota;TSAR;Alveolata;Ciliophora;Oligohymenophorea;Peritrichia_2;Sessilida;Sessilida_X;Sessilida_X_sp.;,72.71,Low confidence / possible divergent,50,0.03,8
Cluster_903,Eukaryota;Obazoa;Opisthokonta;Metazoa;Arthropoda;Crustacea;Malacostraca;Macrostylis;Macrostylis_sp.;,74.56,Low confidence / possible divergent,49,0.03,11
Cluster_921,Eukaryota;Obazoa;Opisthokonta;Fungi;Mucoromycota;Glomeromycotina;Glomerales;Glomus;Glomus_sp.;,77.68,Low confidence / possible divergent,49,0.03,6
Cluster_590,Eukaryota;TSAR;Alveolata;Ciliophora;Oligohymenophorea;Apostomatia;Apostomatia_X;Apostomatia_XX;Apostomatia_XX_sp.;,77.49,Low confidence / possible divergent,49,0.03,12
Cluster_574,Eukaryota;TSAR;Alveolata;Ciliophora;Oligohymenophorea;Peritrichia_2;Operculariidae;OLIGO1;OLIGO1_sp.;,74.29,Low confidence / possible divergent,49,0.03,8
Cluster_24,Eukaryota;TSAR;Alveolata;Dinoflagellata;Dinophyceae;Dinophyceae_X;Dinophyceae_XX;Dinophyceae_XXX;Dinophyceae_XXX_sp.;,42.66,Candidate novel taxon,49,0.03,11
Cluster_816,Eukaryota;Amoebozoa;Discosea;Discosea_X;Centramoebia;Acanthopodida;Acanthamoebidae;Acanthamoeba;Acanthamoeba_sp.;,76.82,Low confidence / possible divergent,49,0.03,10
Cluster_217,Eukaryota;TSAR;Alveolata;Apicomplexa;Coccidiomorphea;Piroplasmorida;Theileriidae;Theileria3;Theileria_capreoli;,73.37,Low confidence / possible divergent,49,0.03,9
Cluster_713,Eukaryota;Obazoa;Opisthokonta;Metazoa;Arthropoda;Chelicerata;Arachnida;Glossilus;Glossilus_sp.;,74.08,Low confidence / possible divergent,49,0.03,7
Cluster_924,Eukaryota;Obazoa;Opisthokonta;Metazoa;Nematoda;Enoplea;Enoplea_X;Trichocephalida;Trichocephalida_sp.;,71.36,Low confidence / possible divergent,48,0.03,5
Cluster_564,Eukaryota;TSAR;Alveolata;Apicomplexa;Coccidiomorphea;Adeleida;Hepatozoidae;Hepatozoon3;Hepatozoon3_sp.;,75.76,Low confidence / possible divergent,48,0.03,9
Cluster_542,Eukaryota;TSAR;Alveolata;Ciliophora;Oligohymenophorea;Peritrichia_2;Operculariidae;OLIGO1;OLIGO1_sp.;,74.92,Low confidence / possible divergent,48,0.03,6
Cluster_656,Eukaryota;TSAR;Stramenopiles;Bigyra;Opalozoa;Opalozoa_X;MAST-12;MAST-12C;MAST-12C_sp.;,69.28,Low confidence / possible divergent,48,0.03,6
Cluster_269,Eukaryota;TSAR;Alveolata;Dinoflagellata;Dinophyceae;Gonyaulacales;Pyrocystaceae;Alexandrium;Alexandrium_catenella;,69.13,Low confidence / possible divergent,48,0.03,24
Cluster_853,Eukaryota;TSAR;Alveolata;Apicomplexa;Coccidiomorphea;Piroplasmorida;Babesiidae;Babesia7;Babesia_canis_rossi;,74.32,Low confidence / possible divergent,48,0.03,10
Cluster_399,Eukaryota;Obazoa;Opisthokonta;Fungi;Chytridiomycota;Chytridiales;Chytridiales_X;Chytridiales_XX;Chytridiales_XX_sp.;,42.34,Candidate novel taxon,48,0.03,13
Cluster_871,Eukaryota;TSAR;Alveolata;Apicomplexa;Coccidiomorphea;Adeleida;Hepatozoidae;Hepatozoon;Hepatozoon_sp.;,73.6,Low confidence / possible divergent,48,0.03,5
Cluster_95,Eukaryota;TSAR;Alveolata;Ciliophora;Phyllopharyngea;Suctoria;Evaginogenida;Evaginogenida_X;Evaginogenida_X_sp.;,61.51,Candidate novel taxon,48,0.03,22
Cluster_883,Eukaryota;TSAR;Alveolata;Ciliophora;Phyllopharyngea;Cyrtophoria_4;Chilodonellidae;Chilodonella;Chilodonella_sp.;,63.35,Candidate novel taxon,48,0.03,7
Cluster_307,Eukaryota;Excavata;Metamonada;Parabasalia;Tritrichomonadea;Tritrichomonadida;Dientamoebidae;Histomonas;Histomonas_meleagridis;,71.23,Low confidence / possible divergent,48,0.03,7
Cluster_717,Eukaryota;Obazoa;Opisthokonta;Fungi;Ascomycota;Pezizomycotina;Sordariomycetes;Graphium;Graphium_sp.;,81.96,Confident match,48,0.03,9
Cluster_965,Eukaryota;Obazoa;Opisthokonta;Fungi;Mucoromycota;Glomeromycotina;Glomerales;Glomus;Glomus_sp.;,79.59,Low confidence / possible divergent,47,0.03,5
Cluster_820,Eukaryota;TSAR;Alveolata;Apicomplexa;Coccidiomorphea;Adeleida;Hepatozoidae;Hepatozoon;Hepatozoon_sp.;,72.32,Low confidence / possible divergent,47,0.03,9
